time;open;high;low;close;Volume;Volume MA;RSI_1
19.11.2018 17:00;5203.13;5230;5014.64;5072.14;15538.867219;6130.629984650002;16.704835743294126
19.11.2018 21:00;5072.13;5134.57;4855;4910.03;16453.209633;6649.358847650003;13.993438342827943
20.11.2018 01:00;4913.4;5048.24;4910;4954.01;8715.206123;6825.387672550003;17.88739316275918
20.11.2018 05:00;4954.01;4978;4600;4671.19;19551.351684;7455.184571150004;13.617655129748599
20.11.2018 09:00;4675;4711.87;4405;4511.84;26434.127928;8557.240477800004;11.894837442967585
20.11.2018 13:00;4511.32;4954.99;4501.51;4952.05;18774.786556;9253.078482350003;35.987882933032466
20.11.2018 17:00;4954.98;4977.97;4631;4673.93;17023.96384;9874.890220800004;30.342441928180378
20.11.2018 21:00;4673.78;4674.98;4326;4558.86;26881.515459;11008.258830850004;28.36016253809953
21.11.2018 01:00;4559.91;4700;4413.85;4635;11971.510743;11372.466085400003;31.54687625791452
21.11.2018 05:00;4635;4661;4487;4653.78;7631.584452;11570.496949400003;32.346246094255775
21.11.2018 09:00;4655.33;4787.2;4605.08;4624.15;13524.611057;12036.037594450003;31.716933499264158
21.11.2018 13:00;4624.13;4697.96;4521.83;4632.87;9706.743144;12335.818970350003;32.13539487705194
21.11.2018 17:00;4631.79;4661.97;4506;4543.99;7849.659749;12543.569537600004;30.10993158281792
21.11.2018 21:00;4545.91;4699.2;4469.84;4661.07;10387.72033;12886.009420350003;35.84616372941095
22.11.2018 01:00;4661.08;4721.77;4611.36;4636.71;5442.163644;12917.539144000004;35.19884390681712
22.11.2018 05:00;4637.98;4658.38;4592;4630.02;4644.964419;12956.040099200003;35.011851137795375
22.11.2018 09:00;4629.03;4644;4510.64;4560.02;5989.41515;12960.087139000003;33.034341224137336
22.11.2018 13:00;4560.02;4599;4470;4562.43;6462.416301;12884.149698000003;33.174284134575316
22.11.2018 17:00;4562.36;4577;4483.27;4496;4343.524646;12420.017132200002;31.236552012958768
22.11.2018 21:00;4496;4580;4335;4370;7648.634983;12248.798853000002;27.90692805801936
23.11.2018 01:00;4370.9;4450.73;4239.27;4318.73;12801.149348;12111.912959450001;26.661567154557815
23.11.2018 05:00;4314.77;4420;4222.94;4355.08;9168.731962;11747.689075900002;29.07808189437202
23.11.2018 09:00;4355.52;4484;4353.23;4396.37;8189.548144;11721.40617695;31.825987622102133
23.11.2018 13:00;4396.39;4427.37;4345.01;4404.99;6080.920482;11047.88461685;32.414723520216214
23.11.2018 17:00;4406.89;4411.53;4293;4372.45;7052.967211;10078.826581000001;31.315328903341197
23.11.2018 21:00;4372.45;4470;4330.18;4420.61;6078.603175;9444.01741195;34.837901555898696
24.11.2018 01:00;4415.63;4527;4414.8;4443.78;7578.783703;8971.7584051;36.52457116113371
24.11.2018 05:00;4443.83;4468.39;4356.5;4389.04;4072.139039;7831.289584100001;34.2678141389534
24.11.2018 09:00;4389.01;4450;4360.1;4388.44;6272.815388;7546.35481635;34.242839421311444
24.11.2018 13:00;4388.44;4400.63;4338;4372.02;5246.898619;7427.120524700001;33.52279223869783
24.11.2018 17:00;4372.9;4373.21;4255.32;4270.65;5468.775419;7024.328742800001;29.411076485657304
24.11.2018 21:00;4269.42;4292.86;3824.69;3932.44;33053.698838;8191.676527500002;20.414412999809628
25.11.2018 01:00;3933.68;3978;3750;3768.89;16191.843654;8608.78572275;17.60923829723623
25.11.2018 05:00;3768.92;3872.29;3734.72;3866.78;10602.261151;8619.512763800001;24.312974530624075
25.11.2018 09:00;3866.78;4038.09;3652.66;3910.48;24650.133358;9579.911249499999;27.162175970479836
25.11.2018 13:00;3907.16;4025.48;3851.91;3880;13883.358749;10041.830966;26.415254864053537
25.11.2018 17:00;3881.62;4027.43;3811;3949.03;13696.549609;10427.187688950002;31.040271612195312
25.11.2018 21:00;3949;4233;3931.91;4085.78;22669.829067;11237.558327250003;39.19383212781598
26.11.2018 01:00;4088.69;4206;4030;4118.98;11928.253563;11616.794773100002;41.01719297786458
26.11.2018 05:00;4119.01;4191.29;4028.42;4085.81;10246.684159;11746.697231900001;39.73518049803139
26.11.2018 09:00;4085.81;4096.38;3971.48;4057.89;13668.457744;11790.062651700002;38.64041102195689
26.11.2018 13:00;4057.89;4060;3822;3834.16;17004.276624;12181.839884800003;31.217985388844554
26.11.2018 17:00;3837.32;3987;3701;3904.15;23339.575299;12939.341242550003;35.39862140602763
26.11.2018 21:00;3909.05;3909.79;3707;3862.2;18316.503378;13551.120387350002;34.062266941562996
27.11.2018 01:00;3864.45;3895;3770;3804.48;9523.675494;13674.655801500005;32.25779930916504
27.11.2018 05:00;3800.35;3920;3765.76;3849.54;9961.323439;13868.791814700005;35.14621963814916
27.11.2018 09:00;3849.82;3860;3689.12;3756.91;14451.646793;14212.434969200005;32.11476547015836
27.11.2018 13:00;3755.6;3859.84;3732.75;3779.4;11974.892698;14607.572652150007;33.61198183970595
27.11.2018 17:00;3779.06;3877;3750;3821.99;10362.004712;14812.03211835001;36.4695339144548
27.11.2018 21:00;3821.46;3940;3790;3875.21;11207.064076;15110.04039120001;39.94797021179064
28.11.2018 01:00;3875.63;3947.4;3874.27;3936.15;9571.290343;15315.166137400007;43.74607633583009
28.11.2018 05:00;3936.15;4150;3911;4106.8;16115.208699;14468.241630450008;52.75693182775203
28.11.2018 09:00;4106.3;4131.55;4019.85;4090.55;10797.975021;14198.548198800007;51.90432557398506
28.11.2018 13:00;4089.35;4294.3;4055.01;4249.82;21824.326013;14759.651441900007;58.913038979462954
28.11.2018 17:00;4249.81;4393;4180.21;4332.17;18051.394836;14429.714515800006;61.996708329421665
28.11.2018 21:00;4331.6;4394.47;4185.01;4264.85;15623.373037;14516.715230200007;58.15423950965903
29.11.2018 01:00;4262.06;4294;4136;4163.7;9813.058388;14322.540669150007;52.85366114370286
29.11.2018 05:00;4162.03;4258.93;4125.65;4212.71;9117.565814;13644.927506500006;54.994156468758376
29.11.2018 09:00;4214.87;4450.38;4190;4386.34;17675.359261;13932.282791400004;61.63895067090558
29.11.2018 13:00;4383.7;4413.85;4225.35;4271.13;15662.259415;14203.061554200005;55.75650081286407
29.11.2018 17:00;4271.69;4395;4201;4245.02;12477.236145;14143.500474250002;54.48738761067075
29.11.2018 21:00;4247.15;4314.39;4170.22;4295.84;9234.719646;13755.022625350004;56.559950125636995
30.11.2018 01:00;4295.72;4341.36;4201.11;4292.08;8917.759604;13033.931840600004;56.35547060279184
30.11.2018 05:00;4293.29;4339;4202.42;4223.27;8622.938001;12549.253571750003;52.6071721888446
30.11.2018 09:00;4223.37;4255.27;3989;4022.79;19175.213944;13031.830494250004;43.52411226445091
30.11.2018 13:00;4020.04;4085;3943;4027.38;17035.571959;13385.542920250004;43.763516425071884
30.11.2018 17:00;4028.81;4096.14;4016;4036.34;6717.091543;12998.815157750003;44.26023881757263
30.11.2018 21:00;4037.26;4058.8;3951;4041.32;7289.871232;12764.564084450003;44.55337989254818
01.12.2018 01:00;4041.27;4063.4;4009.19;4030.39;4035.276123;12448.227655000002;44.00636074346541
01.12.2018 05:00;4029.7;4034.03;3963.01;3997.8;5845.510819;12180.149992150002;42.33721950199183
01.12.2018 09:00;3997.78;4200.11;3997.77;4175.87;11469.18829;12275.0448895;52.85856958038165
